key;id_now;ff_x;ff_y;fw_x;fw_y;fa_x;fa_y;t_x;t_y
177;83;-0.0;1.0;-0.0;-0.0;-1.6262506403793591e-15;-2.0443592889673587e-15;0;1
4;84;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;84;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;84;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
21;84;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
172;84;-0.0;1.0;-0.0;-0.0;-1.0209753882201775e-16;-6.404798749159983e-16;0;1
173;84;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;2
174;84;-0.0;1.0;-0.0;-0.0;1.2850497438802402e-15;-2.2485276636511763e-15;0;1
175;84;-0.0;1.0;-0.0;-0.0;4.236062139834885e-16;2.1118011232905955e-16;0;1
176;84;-0.0;1.0;-0.0;-0.0;8.429751712828873;-3.1086244689504383e-15;0;1
177;84;-0.0;1.0;-0.0;-0.0;2.1151495678668114e-15;-3.3183127588356827e-15;0;2
4;85;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;85;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;85;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
21;85;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
172;85;-0.0;1.0;-0.0;-0.0;-1.0209753882201775e-16;-6.404798749159983e-16;-1;1
173;85;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
174;85;-0.0;1.0;-0.0;-0.0;7.003342143794786e-16;-7.73845310848273e-15;1;2
175;85;-0.0;1.0;-0.0;-0.0;4.236062139834885e-16;2.1118011232905955e-16;0;2
176;85;-0.0;1.0;-0.0;-0.0;8.429751712828873;-3.1086244689504383e-15;1;1
177;85;-0.0;1.0;-0.0;-0.0;-1.2031631909688717e-15;1.846417383945667e-15;0;1
4;86;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;86;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;86;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
21;86;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
171;86;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
172;86;-0.0;1.0;-0.0;-0.0;4.939612961939303e-18;-1.776768111669316e-16;0;2
173;86;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
174;86;-0.0;1.0;-0.0;-0.0;-7.451012192056794e-16;-2.2317724609560102e-15;0;1
175;86;-0.0;1.0;-0.0;-0.0;1.5389870248808512e-15;-2.4718023458859717e-16;0;1
176;86;-0.0;1.0;-0.0;-0.0;-1.1558964078341792e-15;-0.0;0;2
177;86;-0.0;1.0;-0.0;-0.0;-1.4659055960330104e-15;-3.3183127588356827e-15;0;2
4;87;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;87;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;87;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
21;87;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
171;87;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
172;87;-0.0;1.0;-0.0;-0.0;-2.4626082733259004e-17;1.292947479695174e-16;0;1
173;87;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
174;87;-0.0;1.0;-0.0;-0.0;1.3126508464911392e-15;-2.2466051403409146e-15;0;2
175;87;-0.0;1.0;-0.0;-0.0;1.5389870248808512e-15;-2.4718023458859717e-16;0;1
176;87;-0.0;1.0;-0.0;-0.0;-1.1558964078341792e-15;-0.0;0;1
177;87;-0.0;1.0;-0.0;-0.0;-4.703542325451803e-16;-3.623343146212026e-15;0;1
1;88;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
4;88;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
5;88;-0.0;1.0;-0.0;-0.0;-2.274195954993015e-15;1.5680152775651732e-15;0;0
6;88;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;88;-0.0;1.0;-0.0;-0.0;1.444870509792724e-16;-2.238159477437389e-16;0;1
21;88;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;0
171;88;-0.0;1.0;-0.0;-0.0;8.429751712828878;5.268594820518045;0;1
172;88;-0.0;1.0;-0.0;-0.0;-2.4626082733259004e-17;1.292947479695174e-16;0;1
173;88;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
174;88;-0.0;1.0;-0.0;-0.0;1.6485973704216222e-15;-3.2700958135135084e-15;0;1
175;88;-0.0;1.0;-0.0;-0.0;1.5389870248808512e-15;-2.4718023458859717e-16;0;1
176;88;-0.0;1.0;-0.0;-0.0;-1.1558964078341792e-15;-0.0;0;1
177;88;-0.0;1.0;-0.0;-0.0;-4.703542325451803e-16;-3.623343146212026e-15;0;1
1;89;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;89;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;89;-0.0;1.0;-0.0;-0.0;-3.777698411701369e-15;-3.74140020824617e-15;0;1
6;89;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
11;89;-0.0;1.0;-0.0;-0.0;3.667393238385926e-17;-2.68671583250007e-16;0;1
21;89;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
171;89;-0.0;1.0;-0.0;-0.0;8.429751712828875;3.161156892310834;0;1
172;89;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
173;89;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
174;89;-0.0;1.0;-0.0;-0.0;1.6485973704216222e-15;-3.2700958135135084e-15;0;2
175;89;-0.0;1.0;-0.0;-0.0;6.751529562645852e-16;4.536554158371814e-15;0;1
176;89;-0.0;1.0;-0.0;-0.0;-1.1558964078341792e-15;-0.0;0;1
177;89;-0.0;1.0;-0.0;-0.0;-4.703542325451803e-16;-3.623343146212026e-15;0;2
1;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
2;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;90;-0.0;1.0;-0.0;-0.0;1.130782612116565e-16;-2.895225309425195e-15;1;1
6;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;90;-0.0;1.0;-0.0;-0.0;3.667393238385926e-17;-2.68671583250007e-16;-1;1
21;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
171;90;-0.0;1.0;-0.0;-0.0;8.429751712828875;3.161156892310834;1;1
172;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;90;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;2
174;90;-0.0;1.0;-0.0;-0.0;-1.924582516231112e-16;-9.868035984805203e-16;1;1
175;90;-0.0;1.0;-0.0;-0.0;6.751529562645852e-16;4.536554158371814e-15;-1;2
176;90;-0.0;1.0;-0.0;-0.0;-3.157967714489334e-15;-0.0;1;2
177;90;-0.0;1.0;-0.0;-0.0;-1.557046697885679e-15;-4.6142033880629955e-15;0;1
1;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
2;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
4;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;91;-0.0;1.0;-0.0;-0.0;2.424871076880015e-15;-6.053193023914529e-15;0;1
6;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;0
11;91;-0.0;1.0;-0.0;-0.0;1.444870509792724e-16;-2.238159477437389e-16;0;1
21;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
171;91;-0.0;1.0;-0.0;-0.0;-1.0537189641036084;1.0537189641036102;0;1
172;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;91;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
174;91;-0.0;1.0;-0.0;-0.0;5.219057292100386e-16;-3.733492096866569e-15;0;2
175;91;-0.0;1.0;-0.0;-0.0;1.0076274834332128e-15;3.2127655721412666e-15;0;1
176;91;-0.0;1.0;-0.0;-0.0;-1.3674401325394229e-15;-1.578983857244667e-15;0;1
177;91;-0.0;1.0;-0.0;-0.0;-3.161156892310829;-1.8171558629457593e-15;0;2
1;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
2;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;92;-0.0;1.0;-0.0;-0.0;-3.0448894532776774e-15;2.9976226701429853e-15;0;1
6;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;92;-0.0;1.0;-0.0;-0.0;1.444870509792724e-16;-2.238159477437389e-16;0;1
21;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
171;92;-0.0;1.0;-0.0;-0.0;-1.0537189641036084;1.0537189641036102;0;2
172;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
173;92;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
174;92;-0.0;1.0;-0.0;-0.0;3.4829539482323984e-16;-2.461848797677262e-15;0;1
175;92;-0.0;1.0;-0.0;-0.0;1.0076274834332128e-15;3.2127655721412666e-15;-1;1
176;92;-0.0;1.0;-0.0;-0.0;-1.3674401325394229e-15;-1.578983857244667e-15;0;1
177;92;-0.0;1.0;-0.0;-0.0;-2.1074379282072173;-1.556539227094877e-16;0;1
1;93;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
2;93;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
4;93;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;93;-0.0;1.0;-0.0;-0.0;-3.0448894532776774e-15;2.9976226701429853e-15;1;1
6;93;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;93;-0.0;1.0;-0.0;-0.0;1.444870509792724e-16;-2.238159477437389e-16;0;2
21;93;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
171;93;-0.0;1.0;-0.0;-0.0;-3.161156892310826;2.1074379282072195;0;1
172;93;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;93;-0.0;1.0;-0.0;-0.0;-5.364908703705656e-16;3.947459643111668e-16;0;1
174;93;-0.0;1.0;-0.0;-0.0;7.849465604241872e-17;-1.6452165021826809e-15;1;2
175;93;-0.0;1.0;-0.0;-0.0;8.15401468378846e-16;2.8907745258118083e-15;0;2
176;93;-0.0;1.0;-0.0;-0.0;1.4319529533962428e-15;-2.5076768390572476e-15;0;2
177;93;-0.0;1.0;-0.0;-0.0;-5.268594820518046;2.1074379282072133;0;2
1;94;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
2;94;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;94;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;94;-0.0;1.0;-0.0;-0.0;-3.161156892310826;-0.0;0;1
6;94;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
8;94;-0.0;1.0;-0.0;-0.0;-5.604574672757814e-17;4.6987249272313535e-17;0;1
11;94;-0.0;1.0;-0.0;-0.0;5.127900497022837e-16;-1.7093001656742776e-16;-1;1
21;94;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;0
171;94;-0.0;1.0;-0.0;-0.0;-1.0537189641036084;1.0537189641036102;0;2
172;94;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;94;-0.0;1.0;-0.0;-0.0;-5.364908703705656e-16;3.947459643111668e-16;1;1
174;94;-0.0;1.0;-0.0;-0.0;7.024696214948007e-17;-7.509261599555111e-16;0;2
175;94;-0.0;1.0;-0.0;-0.0;6.561841204447588e-17;-1.1593440292850907e-15;0;1
176;94;-0.0;1.0;-0.0;-0.0;-2.149102210503579e-15;-7.171492571073366e-16;1;1
177;94;-0.0;1.0;-0.0;-0.0;-5.268594820518046;2.1074379282072133;0;1
1;95;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
2;95;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
4;95;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;95;-0.0;1.0;-0.0;-0.0;-8.429751712828873;-0.0;1;1
6;95;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
7;95;-0.0;1.0;-0.0;-0.0;-7.573663811437093e-17;-1.2164576792609723e-15;0;1
8;95;-0.0;1.0;-0.0;-0.0;-5.604574672757814e-17;4.6987249272313535e-17;-1;1
11;95;-0.0;1.0;-0.0;-0.0;3.418600331348557e-16;-3.4186003313485577e-16;0;1
21;95;-0.0;1.0;-0.0;-0.0;-9.030158654786835e-16;2.7187308853918735e-15;0;1
171;95;-0.0;1.0;-0.0;-0.0;-8.429751712828871;1.0537189641036084;0;1
172;95;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;95;-0.0;1.0;-0.0;-0.0;-1.2094406490115047e-15;-6.837200662697115e-16;1;2
174;95;-0.0;1.0;-0.0;-0.0;-4.469864274973882e-16;4.626892123016006e-16;1;1
175;95;-0.0;1.0;-0.0;-0.0;6.561841204447588e-17;-1.1593440292850907e-15;-1;1
176;95;-0.0;1.0;-0.0;-0.0;3.091109332814084e-15;7.949762184620806e-16;0;1
177;95;-0.0;1.0;-0.0;-0.0;-5.268594820518043;2.1074379282072164;0;1
1;96;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
2;96;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;96;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
5;96;-0.0;1.0;-0.0;-0.0;-10.537189641036091;1.7763568394002505e-15;0;1
6;96;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;96;-0.0;1.0;-0.0;-0.0;2.6321048010837786e-17;3.370165243357824e-16;1;0
8;96;-0.0;1.0;-0.0;-0.0;-5.604574672757814e-17;4.6987249272313535e-17;0;1
11;96;-0.0;1.0;-0.0;-0.0;3.418600331348557e-16;-3.4186003313485577e-16;0;1
21;96;-0.0;1.0;-0.0;-0.0;-9.030158654786835e-16;2.7187308853918735e-15;1;1
171;96;-0.0;1.0;-0.0;-0.0;-8.429751712828873;1.0537189641036102;0;1
172;96;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
173;96;-0.0;1.0;-0.0;-0.0;8.86117320314749e-16;2.115437247052441e-16;0;1
174;96;-0.0;1.0;-0.0;-0.0;-1.5174159449630968e-16;-1.8245576476677065e-15;0;2
175;96;-0.0;1.0;-0.0;-0.0;7.435792121805081e-16;-1.0846993672347932e-15;0;1
176;96;-0.0;1.0;-0.0;-0.0;1.2337233691889232e-15;-6.532170275320773e-15;0;2
177;96;-0.0;1.0;-0.0;-0.0;-6.322313784621653;4.214875856414438;0;2
1;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
2;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
4;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;97;-0.0;1.0;-0.0;-0.0;-10.537189641036091;-1.7763568394002505e-15;0;1
6;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;97;-0.0;1.0;-0.0;-0.0;-2.177542571420613e-16;-1.4161915367233183e-15;0;1
8;97;-0.0;1.0;-0.0;-0.0;-5.604574672757814e-17;4.6987249272313535e-17;0;1
11;97;-0.0;1.0;-0.0;-0.0;2.889741019585448e-16;-6.185619120549056e-16;0;1
21;97;-0.0;1.0;-0.0;-0.0;-2.535145208309021e-16;4.992796156766307e-15;0;1
171;97;-0.0;1.0;-0.0;-0.0;-7.376032748725263;1.0537189641036084;-1;2
172;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;97;-0.0;1.0;-0.0;-0.0;1.0976610450199929e-15;-0.0;1;1
174;97;-0.0;1.0;-0.0;-0.0;-3.448460935939902e-17;-6.010570162512731e-16;0;1
175;97;-0.0;1.0;-0.0;-0.0;6.561841204447588e-17;-1.1593440292850907e-15;0;2
176;97;-0.0;1.0;-0.0;-0.0;2.598817940909916e-15;-6.393222957525925e-16;-1;1
177;97;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;4.214875856414434;0;1
1;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
2;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;0
4;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;98;-0.0;1.0;-0.0;-0.0;-10.537189641036091;-0.0;0;1
6;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
7;98;-0.0;1.0;-0.0;-0.0;-5.372600579100243e-17;6.386912145762031e-16;1;1
8;98;-0.0;1.0;-0.0;-0.0;-5.604574672757814e-17;4.6987249272313535e-17;-1;1
11;98;-0.0;1.0;-0.0;-0.0;2.889741019585448e-16;-6.185619120549056e-16;0;1
21;98;-0.0;1.0;-0.0;-0.0;-2.535145208309021e-16;4.992796156766307e-15;1;1
171;98;-0.0;1.0;-0.0;-0.0;-2.1074379282072186;3.161156892310829;0;1
172;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
173;98;-0.0;1.0;-0.0;-0.0;2.9816752896410024e-15;-5.469760530157692e-15;0;1
174;98;-0.0;1.0;-0.0;-0.0;-2.0974701229451608e-16;2.105375236990265e-16;1;2
175;98;-0.0;1.0;-0.0;-0.0;9.889829204273974e-17;1.57955924300913e-16;-1;1
