key;id_now;ff_x;ff_y;fw_x;fw_y;fa_x;fa_y;t_x;t_y
178;96;-0.0;1.0;-0.0;-0.0;-4.214875856414435;4.214875856414434;0;1
179;96;-0.0;1.0;-0.0;-0.0;1.6701249590973356e-15;3.6136911865345604e-15;0;2
1;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
8;97;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
12;97;-0.0;1.0;-0.0;-0.0;-9.953845094913508e-16;-1.7933677624022327e-15;-1;1
175;97;-0.0;1.0;-0.0;-0.0;4.600032645513335e-16;1.6394379131795839e-16;1;2
176;97;-0.0;1.0;-0.0;-0.0;-3.275021602375198e-16;1.8481467808815462e-15;0;1
177;97;-0.0;1.0;-0.0;-0.0;-1.2094406490115047e-15;3.2514543771604327e-16;0;2
178;97;-0.0;1.0;-0.0;-0.0;-4.214875856414435;4.214875856414434;0;1
179;97;-0.0;1.0;-0.0;-0.0;4.0023025415091405e-16;5.138012406660975e-15;0;1
1;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
7;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
8;98;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
12;98;-0.0;1.0;-0.0;-0.0;-1.5091018450676214e-15;6.919725151024236e-16;0;1
175;98;-0.0;1.0;-0.0;-0.0;8.059447981415744e-16;7.782696135474365e-17;0;1
176;98;-0.0;1.0;-0.0;-0.0;1.6138012538489455e-16;2.5903429283288523e-15;0;1
177;98;-0.0;1.0;-0.0;-0.0;-1.998932577633838e-15;1.0577186235262195e-16;0;1
178;98;-0.0;1.0;-0.0;-0.0;-4.214875856414437;4.214875856414437;0;1
179;98;-0.0;1.0;-0.0;-0.0;4.0023025415091405e-16;5.138012406660975e-15;0;1
1;99;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;99;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
8;99;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
12;99;-0.0;1.0;-0.0;-0.0;-1.5091018450676214e-15;6.919725151024236e-16;0;2
19;99;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
175;99;-0.0;1.0;-0.0;-0.0;8.059447981415744e-16;7.782696135474365e-17;0;0
176;99;-0.0;1.0;-0.0;-0.0;1.6138012538489455e-16;2.5903429283288523e-15;0;2
177;99;-0.0;1.0;-0.0;-0.0;-4.19948720389171e-16;1.367440132539423e-15;0;1
178;99;-0.0;1.0;-0.0;-0.0;-4.214875856414437;4.214875856414437;0;1
179;99;-0.0;1.0;-0.0;-0.0;4.0023025415091405e-16;5.138012406660975e-15;1;1
1;100;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
7;100;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
8;100;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
12;100;-0.0;1.0;-0.0;-0.0;-4.343820876075532e-16;-2.107437928207216;-1;1
19;100;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
175;100;-0.0;1.0;-0.0;-0.0;4.72572925665911e-16;-2.7046532371113883e-15;0;1
176;100;-0.0;1.0;-0.0;-0.0;-3.862913639204882e-16;1.7006696411225433e-15;1;1
177;100;-0.0;1.0;-0.0;-0.0;-4.19948720389171e-16;1.0088655039857548e-15;0;1
178;100;-0.0;1.0;-0.0;-0.0;-6.322313784621654;4.214875856414432;0;1
179;100;-0.0;1.0;-0.0;-0.0;1.6618985243377149e-15;1.558843222736243e-15;0;2
1;101;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;101;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;101;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
8;101;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
12;101;-0.0;1.0;-0.0;-0.0;-1.5091018450676214e-15;6.919725151024236e-16;0;1
19;101;-0.0;1.0;-0.0;-0.0;3.161156892310823;-1.367440132539423e-15;0;0
175;101;-0.0;1.0;-0.0;-0.0;5.889167835965836e-16;1.8171558629457597e-15;0;1
176;101;-0.0;1.0;-0.0;-0.0;1.9632526153406905e-16;1.5130772273619026e-15;0;1
177;101;-0.0;1.0;-0.0;-0.0;-5.014378625643747e-17;3.947459643111667e-16;0;1
178;101;-0.0;1.0;-0.0;-0.0;-5.268594820518046;2.107437928207216;0;1
179;101;-0.0;1.0;-0.0;-0.0;1.4098457902397316e-16;1.2746303013833787e-15;1;1
1;102;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
3;102;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;102;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;102;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
8;102;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
12;102;-0.0;1.0;-0.0;-0.0;-1.5091018450676214e-15;6.919725151024236e-16;0;1
19;102;-0.0;1.0;-0.0;-0.0;4.440892098500626e-15;-0.0;0;1
175;102;-0.0;1.0;-0.0;-0.0;-4.121188697309938e-16;-4.206008425052032e-15;0;1
176;102;-0.0;1.0;-0.0;-0.0;1.9632526153406905e-16;1.5130772273619026e-15;0;1
177;102;-0.0;1.0;-0.0;-0.0;-5.014378625643747e-17;3.947459643111667e-16;0;2
178;102;-0.0;1.0;-0.0;-0.0;-5.268594820518046;2.107437928207216;1;2
179;102;-0.0;1.0;-0.0;-0.0;3.920799837477029e-17;1.4065840813308294e-15;0;2
1;103;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
3;103;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
5;103;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;103;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;0
7;103;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
8;103;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
12;103;-0.0;1.0;-0.0;-0.0;-5.744369641927382e-16;1.2259028900290527e-15;0;1
19;103;-0.0;1.0;-0.0;-0.0;4.440892098500626e-15;-0.0;0;1
175;103;-0.0;1.0;-0.0;-0.0;-4.121188697309938e-16;-4.206008425052032e-15;0;2
176;103;-0.0;1.0;-0.0;-0.0;1.9632526153406905e-16;1.5130772273619026e-15;0;1
177;103;-0.0;1.0;-0.0;-0.0;-6.035475440965371e-16;3.947459643111667e-16;0;1
178;103;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;4.214875856414434;0;1
179;103;-0.0;1.0;-0.0;-0.0;1.4098457902397316e-16;1.2746303013833787e-15;1;1
1;104;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
3;104;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;104;-0.0;1.0;-0.0;-0.0;-7.894919286223335e-16;-0.0;0;1
5;104;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;104;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;104;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
8;104;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
12;104;-0.0;1.0;-0.0;-0.0;-1.308376308847939e-15;-8.316494132094768e-16;0;1
19;104;-0.0;1.0;-0.0;-0.0;4.440892098500626e-15;-0.0;0;1
175;104;-0.0;1.0;-0.0;-0.0;-1.5547011370672485e-15;6.6125945511158055e-16;0;1
176;104;-0.0;1.0;-0.0;-0.0;-5.353091078413914e-16;3.5314329084510536e-17;0;2
177;104;-0.0;1.0;-0.0;-0.0;-6.035475440965371e-16;3.947459643111667e-16;0;1
178;104;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;4.214875856414434;0;1
179;104;-0.0;1.0;-0.0;-0.0;3.920799837477029e-17;1.4065840813308294e-15;0;2
1;105;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
3;105;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
4;105;-0.0;1.0;-0.0;-0.0;-7.894919286223335e-16;-0.0;-1;1
5;105;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;105;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;105;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
8;105;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
12;105;-0.0;1.0;-0.0;-0.0;-1.308376308847939e-15;-8.316494132094768e-16;-1;2
19;105;-0.0;1.0;-0.0;-0.0;4.440892098500626e-15;-0.0;0;2
175;105;-0.0;1.0;-0.0;-0.0;-1.5547011370672485e-15;6.6125945511158055e-16;0;1
176;105;-0.0;1.0;-0.0;-0.0;-7.447785579188596e-17;1.8410317882405206e-15;0;1
177;105;-0.0;1.0;-0.0;-0.0;1.1869800378533736e-15;4.476318954874778e-16;0;1
178;105;-0.0;1.0;-0.0;-0.0;-6.322313784621655;4.214875856414432;0;1
179;105;-0.0;1.0;-0.0;-0.0;1.1040936473213651e-15;6.286280989112845e-16;1;1
1;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
3;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;106;-0.0;1.0;-0.0;-0.0;-0.0;2.115437247052439e-16;0;0
5;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
8;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;106;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;-6.322313784621658;0;1
12;106;-0.0;1.0;-0.0;-0.0;-4.198554563245804e-16;-3.187213777878223e-15;0;1
14;106;-0.0;1.0;-0.0;-0.0;2.658575712917677e-16;6.55871696200673e-17;-1;1
19;106;-0.0;1.0;-0.0;-0.0;4.440892098500626e-15;-0.0;1;1
23;106;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
175;106;-0.0;1.0;-0.0;-0.0;-6.416678565710232e-16;-1.77407471243067e-15;0;1
176;106;-0.0;1.0;-0.0;-0.0;1.3131514119787505e-16;8.85216178320654e-16;0;1
177;106;-0.0;1.0;-0.0;-0.0;1.1869800378533736e-15;4.476318954874778e-16;1;1
178;106;-0.0;1.0;-0.0;-0.0;-6.322313784621655;4.214875856414432;0;2
179;106;-0.0;1.0;-0.0;-0.0;-1.5705550283272857e-16;2.589322966384029e-15;0;1
1;107;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
3;107;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;107;-0.0;1.0;-0.0;-0.0;2.734880265078846e-15;-1.367440132539423e-15;0;1
5;107;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;107;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
7;107;-0.0;1.0;-0.0;-0.0;-7.29367327987316e-17;-3.9217571757920003e-16;0;1
8;107;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;107;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;-6.322313784621658;0;1
12;107;-0.0;1.0;-0.0;-0.0;-4.198554563245804e-16;-3.187213777878223e-15;0;1
14;107;-0.0;1.0;-0.0;-0.0;2.658575712917677e-16;6.55871696200673e-17;0;1
19;107;-0.0;1.0;-0.0;-0.0;-8.429751712828873;-7.105427357601002e-15;0;1
23;107;-0.0;1.0;-0.0;-0.0;2.7421449198735095e-18;-3.418600331348558e-16;0;1
175;107;-0.0;1.0;-0.0;-0.0;-6.98350826769665e-16;2.5681308949921643e-15;0;1
176;107;-0.0;1.0;-0.0;-0.0;1.3131514119787505e-16;8.85216178320654e-16;0;1
177;107;-0.0;1.0;-0.0;-0.0;-2.1047044399864604e-15;-1.8317866234457132e-15;0;1
178;107;-0.0;1.0;-0.0;-0.0;-4.214875856414435;4.214875856414434;0;1
179;107;-0.0;1.0;-0.0;-0.0;2.4301257182336877e-16;3.444490616201952e-15;0;2
1;108;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
3;108;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
4;108;-0.0;1.0;-0.0;-0.0;2.734880265078846e-15;-1.367440132539423e-15;0;1
5;108;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
6;108;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;108;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
8;108;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
11;108;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;-6.322313784621658;0;1
12;108;-0.0;1.0;-0.0;-0.0;-4.198554563245804e-16;-3.187213777878223e-15;0;1
13;108;-0.0;1.0;-0.0;-0.0;-3.1611568923108266;-2.107437928207219;0;1
14;108;-0.0;1.0;-0.0;-0.0;2.658575712917677e-16;6.55871696200673e-17;-1;1
19;108;-0.0;1.0;-0.0;-0.0;-8.429751712828873;-7.105427357601002e-15;0;1
23;108;-0.0;1.0;-0.0;-0.0;2.7421449198735095e-18;-3.418600331348558e-16;0;1
175;108;-0.0;1.0;-0.0;-0.0;-6.98350826769665e-16;2.5681308949921643e-15;-1;1
176;108;-0.0;1.0;-0.0;-0.0;1.3131514119787505e-16;8.85216178320654e-16;0;2
177;108;-0.0;1.0;-0.0;-0.0;-4.155864638795595e-15;3.4831131522053775e-15;0;1
178;108;-0.0;1.0;-0.0;-0.0;-4.214875856414435;4.214875856414434;0;2
179;108;-0.0;1.0;-0.0;-0.0;5.157349966399342e-16;3.419642326874652e-15;0;1
1;109;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
3;109;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;2
4;109;-0.0;1.0;-0.0;-0.0;-1.790527581949911e-15;-1.3674401325394229e-15;0;1
5;109;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;1
6;109;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;109;-0.0;1.0;-0.0;-0.0;-7.29367327987316e-17;-3.9217571757920003e-16;0;1
8;109;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
11;109;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;-6.322313784621658;0;1
12;109;-0.0;1.0;-0.0;-0.0;-5.744369641927382e-16;1.2259028900290527e-15;0;1
13;109;-0.0;1.0;-0.0;-0.0;-3.1611568923108266;-2.107437928207219;0;1
14;109;-0.0;1.0;-0.0;-0.0;2.658575712917677e-16;6.55871696200673e-17;0;1
19;109;-0.0;1.0;-0.0;-0.0;-3.161156892310826;9.050815694057512e-15;1;1
23;109;-0.0;1.0;-0.0;-0.0;2.7421449198735095e-18;-3.418600331348558e-16;0;0
175;109;-0.0;1.0;-0.0;-0.0;-3.554358995323515e-16;-1.996190432713965e-15;0;1
176;109;-0.0;1.0;-0.0;-0.0;1.6265201090245769e-16;1.297832295685316e-15;0;1
177;109;-0.0;1.0;-0.0;-0.0;-6.393222957525929e-16;-6.448065855923395e-16;0;2
178;109;-0.0;1.0;-0.0;-0.0;-4.2148758564144355;4.214875856414432;0;1
179;109;-0.0;1.0;1.0;-0.0;2.4301257182336877e-16;3.444490616201952e-15;1;1
1;110;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;1;0
3;110;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
4;110;-0.0;1.0;-0.0;-0.0;1.3674401325394229e-15;-6.104391704273424e-15;-1;1
5;110;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;0
6;110;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;0;1
7;110;-0.0;1.0;-0.0;-0.0;-7.29367327987316e-17;-3.9217571757920003e-16;-1;1
8;110;-0.0;1.0;-0.0;-0.0;-0.0;-0.0;-1;1
10;110;-0.0;1.0;-0.0;-0.0;-3.9474596431116655e-16;-6.802535522946698e-16;0;1
11;110;-0.0;1.0;-0.0;-0.0;-4.214875856414436;-4.214875856414438;0;1
12;110;-0.0;1.0;-0.0;-0.0;-5.744369641927382e-16;1.2259028900290527e-15;0;1
13;110;-0.0;1.0;-0.0;-0.0;-3.1611568923108266;-2.107437928207219;0;1
14;110;-0.0;1.0;-0.0;-0.0;-2.0979100184661982e-15;3.088063261496611e-16;0;1
19;110;-0.0;1.0;-0.0;-0.0;-8.42975171282887;3.9968028886505635e-15;0;1
23;110;-0.0;1.0;-0.0;-0.0;2.742144919873504e-18;5.392330152904392e-16;1;1
175;110;-0.0;1.0;-0.0;-0.0;1.0968579679494016e-17;-3.864148391917177e-15;0;1
